Program,Glass,Material,Core_Type,Style,Finish_Texture,Glass_Info,Configuration,Size_Width_in,Size_Height_in,Bore_Status,Handing,Jamb_Type,Jamb_Casing,Hinge_Finish,Special_Features,Original_Description,Current_Stock_Item_Number,Lowe's_Pro_Stock_Item_Number
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062651.0,6036041
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062652.0,1102067
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062623.0,6036009
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062624.0,6036011
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062625.0,6036013
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062626.0,6036015
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062627.0,6036017
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062628.0,6036019
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062629.0,6036021
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062630.0,6036023
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062631.0,6036025
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062632.0,6036027
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062603.0,1102028
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062604.0,6035993
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062605.0,6035995
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062606.0,6035997
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"30.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062607.0,1102032
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"30.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062608.0,6035999
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"32.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062609.0,6036001
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"32.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062610.0,6036003
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"36.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062611.0,6036005
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"36.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062612.0,6036007
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"24.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062613.0,1169402
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"24.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062614.0,1168779
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"28.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062615.0,1168792
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"28.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062616.0,1168735
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"30.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062617.0,1170112
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"30.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062618.0,1170147
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"32.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062619.0,1169240
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"32.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062620.0,1169258
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,376,Nickel,,"36.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062621.0,1168736
Interior Pro Express,,Hardboard,Hollow Core,Flush,Primed,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,376,Nickel,,"36.0-inch x 80.0-inch Hardboard Hollow Core door, featuring a Flush design with a primed finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 376, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5062622.0,1170114
Interior Pro Express,,Molded,Hollow Core,1 Panel Square,Flat,,Slab,24.0,80.0,No,,,,,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 1 Panel Square design with a flat finish (Slab), no. Built for durability and style, perfect for enhancing your home's entryway.",5509342.0,1170119
Interior Pro Express,,Molded,Hollow Core,1 Panel Square,Flat,,Slab,28.0,80.0,No,,,,,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 1 Panel Square design with a flat finish (Slab), no. Built for durability and style, perfect for enhancing your home's entryway.",5509353.0,1169232
Interior Pro Express,,Molded,Hollow Core,1 Panel Square,Flat,,Slab,30.0,80.0,No,,,,,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 1 Panel Square design with a flat finish (Slab), no. Built for durability and style, perfect for enhancing your home's entryway.",5509346.0,1169259
Interior Pro Express,,Molded,Hollow Core,1 Panel Square,Flat,,Slab,32.0,80.0,No,,,,,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 1 Panel Square design with a flat finish (Slab), no. Built for durability and style, perfect for enhancing your home's entryway.",5509338.0,1169276
Interior Pro Express,,Molded,Hollow Core,1 Panel Square,Flat,,Slab,36.0,80.0,No,,,,,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 1 Panel Square design with a flat finish (Slab), no. Built for durability and style, perfect for enhancing your home's entryway.",5509336.0,1168731
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Slab,24.0,80.0,No,,,,,,"24.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Slab), no. Built for durability and style, perfect for enhancing your home's entryway.",5510789.0,1168796
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Slab,28.0,80.0,No,,,,,,"28.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Slab), no. Built for durability and style, perfect for enhancing your home's entryway.",5510791.0,1168805
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Slab,30.0,80.0,No,,,,,,"30.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Slab), no. Built for durability and style, perfect for enhancing your home's entryway.",5510790.0,1169268
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Slab,32.0,80.0,No,,,,,,"32.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Slab), no. Built for durability and style, perfect for enhancing your home's entryway.",5510793.0,1168727
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Slab,36.0,80.0,No,,,,,,"36.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Slab), no. Built for durability and style, perfect for enhancing your home's entryway.",5510792.0,1170065
